context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
200,124323924,3349264,426048579,1806983,71742075,71731515,69870253,69870123,6672647611
