context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
599,3859330,8322475,874304,4972101,30338211,30306753,24673835,24673515
