context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
207,3224628425,1680416664,10619648001,5437867200,1263765026,1263741686,1262706262,1262706022
