context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
601,1112549787,13173518,3969938118,7511438,360578344,360545986,356563018,356562428
