context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
199,1439875924,10136264,4763297444,3574504,393319332,393297018,393350901,393350730,3330859636
