context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
399,5017720,11603223,906016,5859499,21830570,21817169,18374478,18374378,3371405183
