context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
201,4335571,3432044,2334744,4424771,29362366,29350257,27279889,27279759,6672034680
