context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
199,1049495871,808007913,3238048857,2000452323,495180913,495163215,494114995,494114624
