context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
199,169137498,6502718,569026380,1710931,48501782,48484249,48606787,48606607,3329961425
