context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
202,53275993,74063534,85301713,251353305,81723741,81719975,79850061,79849931,6682409437
