context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
200,124756975,2525114,438481888,1603779,53981624,53970340,52072205,52072085,3355395813
