context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
599,3476359,7022341,874308,5041219,27355582,27326602,22222526,22222156
