context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
1999,224708935,68746480,284406935,11047210,86407874,86394932,89785727,89785676
