context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
400,6248389,13731072,1102525,7558016,40308358,40283711,36193476,36192916,6687426305
