context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
199,175598341,203046234,506058558,482847641,155694838,155674688,153877820,153877410
