context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
204,2783682135,1486000948,9339714007,4798225008,1264269543,1264249543,1262974053,1262973753,6682340718
