context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
199,153140425,170998169,422190189,402853133,156512489,156487848,154568968,154568629
