context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
599,1216223432,16101301,4344856906,8874755,358635157,358613102,354564778,354564388,3364569539
