context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
102,224212505,276285099,236417825,678949350,119893673,119884440,119407283,119407152
