context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
202,446074477,422411088,582907439,1566602485,290396179,290386142,289028679,289028569,6672572902
