context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
199,1101381848,457226206,3752160214,1458941986,497149338,497127947,495914378,495913928,6680131574
