context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel,time_elapsed
399,6333900,12983027,1101531,7519389,36942051,36919508,33532687,33532247,6683626078
