context_switches,cycles_user,cycles_kernel,instructions_user,instructions_kernel,cpu_clock_user,cpu_clock_kernel,task_clock_user,task_clock_kernel
599,5900929,8843179,1850892,6034731,28941914,28913647,23818953,23818643
